Paper ID,Title,Authors
463,Unsupervised Learning of 3D Semantic Keypoints with Mutual Reconstruction,Haocheng Yuan; Chen Zhao; Shichao Fan; Jiaxi Jiang; Jiaqi Yang
1209,Masked Discrimination for Self-Supervised Learning on Point Clouds,Haotian Liu; Mu Cai; Yong Jae Lee
1859,Efficient Point Cloud Analysis Using Hilbert Curve,Wanli Chen; Xinge Zhu; Guojin Chen; Bei Yu
2319,MeshMAE: Masked Autoencoders for 3D Mesh Data Analysis,Yaqian Liang; Shanshan Zhao; Baosheng Yu; Jing Zhang; Fazhi He
2459,Unsupervised Deep Multi-Shape Matching,Dongliang Cao; Florian Bernard
2921,PRIF: Primary Ray-Based Implicit Function,Brandon Y. Feng; Yinda Zhang; Danhang Tang; Ruofei Du; Amitabh Varshney
3035,Point Cloud Domain Adaptation via Masked Local 3D Structure Prediction,Hanxue Liang; Hehe Fan; Zhiwen Fan; Yi Wang; Tianlong Chen; Yu Cheng; Zhangyang Wang
3747,Learning Implicit Templates for Point-Based Clothed Human Modeling,Siyou Lin; Hongwen Zhang; Zerong Zheng; Ruizhi Shao; Yebin Liu
4378,Exploring the Devil in Graph Spectral Domain for 3D Point Cloud Attacks,Qianjiang Hu; Daizong Liu; Wei Hu
4426,Structure-Aware Editable Morphable Model for 3D Facial Detail Animation and Manipulation,Jingwang Ling; Zhibo Wang; Ming Lu; Quan Wang; Chen Qian; Feng Xu
4505,MoFaNeRF: Morphable Facial Neural Radiance Field,Yiyu Zhuang; Hao Zhu; Xusen Sun; Xun Cao
4530,PointInst3D: Segmenting 3D Instances by Points,Tong He; Wei Yin; Chunhua Shen; Anton van den Hengel
4596,Cross-Modal 3D Shape Generation and Manipulation,Zezhou Cheng; Menglei Chai; Jian Ren; Hsin-Ying Lee; Kyle Olszewski; Zeng Huang; Subhransu Maji; Sergey Tulyakov
4607,Latent Partition Implicit with Surface Codes for 3D Representation,Chao Chen; Yu-Shen Liu; Zhizhong Han
4988,PD-Flow: A Point Cloud Denoising Framework with Normalizing Flows,Aihua Mao; Zihui Du; Yu-Hui Wen; Jun Xuan; Yong-Jin Liu
5127,SeedFormer: Patch Seeds Based Point Cloud Completion with Upsample Transformer,Haoran Zhou; Yun Cao; Wenqing Chu; Junwei Zhu; Tong Lu; Ying Tai; Chengjie Wang
5372,A Repulsive Force Unit for Garment Collision Handling in Neural Networks,Qingyang Tan; Yi Zhou; Tuanfeng Wang; Duygu Ceylan; Xin Sun; Dinesh Manocha
7651,SPE-Net: Boosting Point Cloud Analysis via Rotation Robustness Enhancement,Zhaofan Qiu; Yehao Li; Yu Wang; Yingwei Pan; Ting Yao; Tao Mei
7704,The Shape Part Slot Machine: Contact-Based Reasoning for Generating 3D Shapes from Parts,Kai Wang; Paul Guerrero; Vladimir G. Kim; Siddhartha Chaudhuri; Minhyuk Sung; Daniel Ritchie
334,Spatiotemporal Self-Attention Modeling with Temporal Patch Shift for Action Recognition,Wangmeng Xiang; Chao Li; Biao Wang; Xihan Wei; Xian-Sheng Hua; Lei Zhang
1155,S2N: Suppression-Strengthen Network for Event-Based Recognition under Variant Illuminations,Zengyu Wan; Yang Wang; Ganchao Tan; Yang Cao; Zheng-Jun Zha
1578,Contrastive Positive Mining for Unsupervised 3D Action Representation Learning,Haoyuan Zhang; Yonghong Hou; Wenjing Zhang; Wanqing Li
2138,Uncertainty-Based Spatial-Temporal Attention for Online Action Detection,Hongji Guo; Zhou Ren; Yi Wu; Gang Hua; Qiang Ji
2219,Iwin: Human-Object Interaction Detection via Transformer with Irregular Windows,Danyang Tu; Xiongkuo Min; Huiyu Duan; Guodong Guo; Guangtao Zhai; Wei Shen
2233,Rethinking Zero-Shot Action Recognition: Learning from Latent Atomic Actions,Yijun Qian; Lijun Yu; Wenhe Liu; Alexander G. Hauptmann
2328,Mining Cross-Person Cues for Body-Part Interactiveness Learning in HOI Detection,Xiaoqian Wu; Yong-Lu Li; Xinpeng Liu; Junyi Zhang; Yuzhe Wu; Cewu Lu
2404,Collaborating Domain-Shared and Target-Specific Feature Clustering for Cross-Domain 3D Action Recognition,Qinying Liu; Zilei Wang
3345,Learning Spatial-Preserved Skeleton Representations for Few-Shot Action Recognition,Ning Ma; Hongyi Zhang; Xuhui Li; Sheng Zhou; Zhen Zhang; Jun Wen; Haifeng Li; Jingjun Gu; Jiajun Bu
3504,Dual-Evidential Learning for Weakly-Supervised Temporal Action Localization,Mengyuan Chen; Junyu Gao; Shicai Yang; Changsheng Xu
4120,AdaFocusV3: On Unified Spatial-Temporal Dynamic Video Recognition,Yulin Wang; Yang Yue; Xinhong Xu; Ali Hassani; Victor Kulikov; Nikita Orlov; Shiji Song; Humphrey Shi; Gao Huang
4477,Panoramic Human Activity Recognition,Ruize Han; Haomin Yan; Jiacheng Li; Songmiao Wang; Wei Feng; Song Wang
4788,A Generalized & Robust Framework for Timestamp Supervision in Temporal Action Segmentation,Rahul Rahaman; Dipika Singhania; Alexandre Thiery; Angela Yao
4804,Few-Shot Action Recognition with Hierarchical Matching and Contrastive Learning,Sipeng Zheng; Shizhe Chen; Qin Jin
5111,Scale-Aware Spatio-Temporal Relation Learning for Video Anomaly Detection,Guoqiu Li; Guanxiong Cai; Xingyu Zeng; Rui Zhao
5118,Compound Prototype Matching for Few-Shot Action Recognition,Yifei Huang; Lijin Yang; Yoichi Sato
5677,Dynamic Spatio-Temporal Specialization Learning for Fine-Grained Action Recognition,Tianjiao Li; Lin Geng Foo; Qiuhong Ke; Hossein Rahmani; Anran Wang; Jinghua Wang; Jun Liu
6078,Dynamic Local Aggregation Network with Adaptive Clusterer for Anomaly Detection,Zhiwei Yang; Peng Wu; Jing Liu; Xiaotao Liu
6093,Action Quality Assessment with Temporal Parsing Transformer,Yang Bai; Desen Zhou; Songyang Zhang; Jian Wang; Errui Ding; Yu Guan; Yang Long; Jingdong Wang
6731,Pairwise Contrastive Learning Network for Action Quality Assessment,Mingzhe Li; Hong-Bo Zhang; Qing Lei; Zongwen Fan; Jinghua Liu; Ji-Xiang Du
7278,ActionFormer: Localizing Moments of Actions with Transformers,Chen-Lin Zhang; Jianxin Wu; Yin Li
7925,SocialVAE: Human Trajectory Prediction Using Timewise Latents,Pei Xu; Jean-Bernard Hayet; Ioannis Karamouzas
689,Shape Matters: Deformable Patch Attack,Zhaoyu Chen; Bo Li; Shuang Wu; Jianghe Xu; Shouhong Ding; Wenqiang Zhang
1780,Prior-Guided Adversarial Initialization for Fast Adversarial Training,Xiaojun Jia; Yong Zhang; Xingxing Wei; Baoyuan Wu; Ke Ma; Jue Wang; Xiaochun Cao
2638,Enhanced Accuracy and Robustness via Multi-Teacher Adversarial Distillation,Shiji Zhao; Jie Yu; Zhenlong Sun; Bo Zhang; Xingxing Wei
3147,A Large-Scale Multiple-Objective Method for Black-Box Attack against Object Detection,Siyuan Liang; Longkang Li; Yanbo Fan; Xiaojun Jia; Jingzhi Li; Baoyuan Wu; Xiaochun Cao
3225,A Spectral View of Randomized Smoothing under Common Corruptions: Benchmarking and Improving Certified Robustness,Jiachen Sun; Akshay Mehra; Bhavya Kailkhura; Pin-Yu Chen; Dan Hendrycks; Jihun Hamm; Z. Morley Mao
3322,Improving Adversarial Robustness of 3D Point Cloud Classification Models,Guanlin Li; Guowen Xu; Han Qiu; Ruan He; Jiwei Li; Tianwei Zhang
3458,Learning Extremely Lightweight and Robust Model with Differentiable Constraints on Sparsity and Condition Number,Xian Wei; Yangyu Xu; Yanhui Huang; Hairong Lv; Hai Lan; Mingsong Chen; Xuan Tang
3867,RIBAC: Towards Robust and Imperceptible Backdoor Attack against Compact DNN,Huy Phan; Cong Shi; Yi Xie; Tianfang Zhang; Zhuohang Li; Tianming Zhao; Jian Liu; Yan Wang; Yingying Chen; Bo Yuan
4374,Boosting Transferability of Targeted Adversarial Examples via Hierarchical Generative Networks,Xiao Yang; Yinpeng Dong; Tianyu Pang; Hang Su; Jun Zhu
4557,Adaptive Image Transformations for Transfer-Based Adversarial Attack,Zheng Yuan; Jie Zhang; Shiguang Shan
4832,AdvDO: Realistic Adversarial Attacks for Trajectory Prediction,Yulong Cao; Chaowei Xiao; Anima Anandkumar; Danfei Xu; Marco Pavone
5491,One Size Does NOT Fit All: Data-Adaptive Adversarial Training,Shuo Yang; Chang Xu
5812,UniCR: Universally Approximated Certified Robustness via Randomized Smoothing,Hanbin Hong; Binghui Wang; Yuan Hong
5837,Hardly Perceptible Trojan Attack against Neural Networks with Bit Flips,Jiawang Bai; Kuofeng Gao; Dihong Gong; Shu-Tao Xia; Zhifeng Li; Wei Liu
5974,Robust Network Architecture Search via Feature Distortion Restraining,Yaguan Qian; Shenghui Huang; Bin Wang; Xiang Ling; Xiaohui Guan; Zhaoquan Gu; Shaoning Zeng; Wujie Zhou; Haijiang Wang
6086,SecretGen: Privacy Recovery on Pre-trained Models via Distribution Discrimination,Zhuowen Yuan; Fan Wu; Yunhui Long; Chaowei Xiao; Bo Li
6276,Triangle Attack: A Query-Efficient Decision-Based Adversarial Attack,Xiaosen Wang; Zeliang Zhang; Kangheng Tong; Dihong Gong; Kun He; Zhifeng Li; Wei Liu
6305,Data-Free Backdoor Removal Based on Channel Lipschitzness,Runkai Zheng; Rongjun Tang; Jianze Li; Li Liu
6441,Black-Box Dissector: Towards Erasing-Based Hard-Label Model Stealing Attack,Yixu Wang; Jie Li; Hong Liu; Yan Wang; Yongjian Wu; Feiyue Huang; Rongrong Ji
6532,Learning Energy-Based Models with Adversarial Training,Xuwang Yin; Shiying Li; Gustavo K. Rohde
7022,Revisiting Outer Optimization in Adversarial Training,Ali Dabouei; Fariborz Taherkhani; Sobhan Soleymani; Nasser M. Nasrabadi
7211,Zero-Shot Attribute Attacks on Fine-Grained Recognition Models,Nasim Shafiee; Ehsan Elhamifar
7224,Towards Effective and Robust Neural Trojan Defenses via Input Filtering,Kien Do; Haripriya Harikumar; Hung Le; Dung Nguyen; Truyen Tran; Santu Rana; Dang Nguyen; Willy Susilo; Svetha Venkatesh
16,Generative Domain Adaptation for Face Anti-Spoofing,Qianyu Zhou; Ke-Yue Zhang; Taiping Yao; Ran Yi; Kekai Sheng; Shouhong Ding; Lizhuang Ma
1202,MetaGait: Learning to Learn an Omni Sample Adaptive Representation for Gait Recognition,Huanzhang Dou; Pengyi Zhang; Wei Su; Yunlong Yu; Xi Li
2463,GaitEdge: Beyond Plain End-to-End Gait Recognition for Better Practicality,Junhao Liang; Chao Fan; Saihui Hou; Chuanfu Shen; Yongzhen Huang; Shiqi Yu
7687,Effective Presentation Attack Detection Driven by Face Related Task,Wentian Zhang; Haozhe Liu; Feng Liu; Raghavendra Ramachandra; Christoph Busch
196,P-STMO: Pre-trained Spatial Temporal Many-to-One Model for 3D Human Pose Estimation,Wenkang Shan; Zhenhua Liu; Xinfeng Zhang; Shanshe Wang; Siwei Ma; Wen Gao
615,Explicit Occlusion Reasoning for Multi-Person 3D Human Pose Estimation,Qihao Liu; Yi Zhang; Song Bai; Alan Yuille
1364,C3P: Cross-Domain Pose Prior Propagation for Weakly Supervised 3D Human Pose Estimation,Cunlin Wu; Yang Xiao; Boshen Zhang; Mingyang Zhang; Zhiguo Cao; Joey Tianyi Zhou
1845,DeciWatch: A Simple Baseline for 10× Efficient 2D and 3D Pose Estimation,Ailing Zeng; Xuan Ju; Lei Yang; Ruiyuan Gao; Xizhou Zhu; Bo Dai; Qiang Xu
1848,SmoothNet: A Plug-and-Play Network for Refining Human Poses in Videos,Ailing Zeng; Lei Yang; Xuan Ju; Jiefeng Li; Jianyi Wang; Qiang Xu
2033,PoseTrans: A Simple yet Effective Pose Transformation Augmentation for Human Pose Estimation,Wentao Jiang; Sheng Jin; Wentao Liu; Chen Qian; Ping Luo; Si Liu
3452,Overlooked Poses Actually Make Sense: Distilling Privileged Knowledge for Human Motion Prediction,Xiaoning Sun; Qiongjie Cui; Huaijiang Sun; Bin Li; Weiqing Li; Jianfeng Lu
3470,Structural Triangulation: A Closed-Form Solution to Constrained 3D Human Pose Estimation,Zhuo Chen; Xu Zhao; Xiaoyue Wan
3948,Audio-Driven Stylized Gesture Generation with Flow-Based Model,Sheng Ye; Yu-Hui Wen; Yanan Sun; Ying He; Ziyang Zhang; Yaoyuan Wang; Weihua He; Yong-Jin Liu
3985,Self-Constrained Inference Optimization on Structural Groups for Human Pose Estimation,Zhehan Kan; Shuoshuo Chen; Zeng Li; Zhihai He
4239,Skeleton-Parted Graph Scattering Networks for 3D Human Motion Prediction,Maosen Li; Siheng Chen; Zijing Zhang; Lingxi Xie; Qi Tian; Ya Zhang
4439,Rethinking Keypoint Representations: Modeling Keypoints and Poses as Objects for Multi-Person Human Pose Estimation,William McNally; Kanav Vats; Alexander Wong; John McPhee
4551,VirtualPose: Learning Generalizable 3D Human Pose Models from Virtual Data,Jiajun Su; Chunyu Wang; Xiaoxuan Ma; Wenjun Zeng; Yizhou Wang
4552,Poseur: Direct Human Pose Regression with Transformers,Weian Mao; Yongtao Ge; Chunhua Shen; Zhi Tian; Xinlong Wang; Zhibin Wang; Anton van den Hengel
4631,Regularizing Vector Embedding in Bottom-Up Human Pose Estimation,Haixin Wang; Lu Zhou; Yingying Chen; Ming Tang; Jinqiao Wang
4677,A Visual Navigation Perspective for Category-Level Object Pose Estimation,Jiaxin Guo; Fangxun Zhong; Rong Xiong; Yun-Hui Liu; Yue Wang; Yiyi Liao
4748,Faster VoxelPose: Real-Time 3D Human Pose Estimation by Orthographic Projection,Hang Ye; Wentao Zhu; Chunyu Wang; Rujie Wu; Yizhou Wang
5908,Neural Capture of Animatable 3D Human from Monocular Video,Gusi Te; Xiu Li; Xiao Li; Jinglu Wang; Wei Hu; Yan Lu
5972,General Object Pose Transformation Network from Unpaired Data,Yukun Su; Guosheng Lin; Ruizhou Sun; Qingyao Wu
6671,3D Interacting Hand Pose Estimation by Hand De-Occlusion and Removal,Hao Meng; Sheng Jin; Wentao Liu; Chen Qian; Mengxiang Lin; Wanli Ouyang; Ping Luo
7764,DH-AUG: DH Forward Kinematics Model Driven Augmentation for 3D Human Pose Estimation,Linzhi Huang; Jiahao Liang; Weihong Deng
248,Boosting Event Stream Super-Resolution with a Recurrent Neural Network,Wenming Weng; Yueyi Zhang; Zhiwei Xiong
702,Projective Parallel Single-Pixel Imaging to Overcome Global Illumination in 3D Structure Light Scanning,Yuxi Li; Huijie Zhao; Hongzhi Jiang; Xudong Li
820,Semantic-Sparse Colorization Network for Deep Exemplar-Based Colorization,Yunpeng Bai; Chao Dong; Zenghao Chai; Andong Wang; Zhengzhuo Xu; Chun Yuan
1225,FAST-VQA: Efficient End-to-End Video Quality Assessment with Fragment Sampling,Haoning Wu; Chaofeng Chen; Jingwen Hou; Liang Liao; Annan Wang; Wenxiu Sun; Qiong Yan; Weisi Lin
1331,LEDNet: Joint Low-Light Enhancement and Deblurring in the Dark,Shangchen Zhou; Chongyi Li; Chen Change Loy
1804,Real-RawVSR: Real-World Raw Video Super-Resolution with a Benchmark Dataset,Huanjing Yue; Zhiming Zhang; Jingyu Yang
2730,NEST: Neural Event Stack for Event-Based Image Enhancement,Minggui Teng; Chu Zhou; Hanyue Lou; Boxin Shi
2891,Seeing Far in the Dark with Patterned Flash,Zhanghao Sun; Jian Wang; Yicheng Wu; Shree Nayar
3043,Simple Baselines for Image Restoration,Liangyu Chen; Xiaojie Chu; Xiangyu Zhang; Jian Sun
3125,Spike Transformer: Monocular Depth Estimation for Spiking Camera,Jiyuan Zhang; Lulu Tang; Zhaofei Yu; Jiwen Lu; Tiejun Huang
3129,Improving Image Restoration by Revisiting Global Information Aggregation,Xiaojie Chu; Liangyu Chen; Chengpeng Chen; Xin Lu
3265,Data Association between Event Streams and Intensity Frames under Diverse Baselines,Dehao Zhang; Qiankun Ding; Peiqi Duan; Chu Zhou; Boxin Shi
3512,D2HNet: Joint Denoising and Deblurring with Hierarchical Network for Robust Night Image Restoration,Yuzhi Zhao; Yongzhe Xu; Qiong Yan; Dingdong Yang; Xuehui Wang; Lai-Man Po
3643,Learning Graph Neural Networks for Image Style Transfer,Yongcheng Jing; Yining Mao; Yiding Yang; Yibing Zhan; Mingli Song; Xinchao Wang; Dacheng Tao
3966,DeepPS2: Revisiting Photometric Stereo Using Two Differently Illuminated Images,Ashish Tiwari; Shanmuganathan Raman
4084,Instance Contour Adjustment via Structure-Driven CNN,Shuchen Weng; Yi Wei; Ming-Ching Chang; Boxin Shi
4249,Human-Centric Image Cropping with Partition-Aware and Content-Preserving Features,Bo Zhang; Li Niu; Xing Zhao; Liqing Zhang
4754,Video Interpolation by Event-Driven Anisotropic Adjustment of Optical Flow,Song Wu; Kaichao You; Weihua He; Chen Yang; Yang Tian; Yaoyuan Wang; Ziyang Zhang; Jianxing Liao
5481,Spatial-Separated Curve Rendering Network for Efficient and High-Resolution Image Harmonization,Jingtang Liang; Xiaodong Cun; Chi-Man Pun; Jue Wang
6145,Deep Semantic Statistics Matching (D2SM) Denoising Network,Kangfu Mei; Vishal M. Patel; Rui Huang
6187,Neural Space-Filling Curves,Hanyu Wang; Kamal Gupta; Larry Davis; Abhinav Shrivastava
6259,Seeing through a Black Box: Toward High-Quality Terahertz Imaging via Subspace-and-Attention Guided Restoration,Weng-Tai Su; Yi-Chun Hung; Po-Jen Yu; Shang-Hua Yang; Chia-Wen Lin
8029,PANDORA: Polarization-Aided Neural Decomposition of Radiance,Akshat Dave; Yongyi Zhao; Ashok Veeraraghavan
287,Benchmarking Omni-Vision Representation through the Lens of Visual Realms,Yuanhan Zhang; Zhenfei Yin; Jing Shao; Ziwei Liu
601,Neuromorphic Data Augmentation for Training Spiking Neural Networks,Yuhang Li; Youngeun Kim; Hyoungseob Park; Tamar Geller; Priyadarshini Panda
709,CelebV-HQ: A Large-Scale Video Facial Attributes Dataset,Hao Zhu; Wayne Wu; Wentao Zhu; Liming Jiang; Siwei Tang; Li Zhang; Ziwei Liu; Chen Change Loy
859,MovieCuts: A New Dataset and Benchmark for Cut Type Recognition,Alejandro Pardo; Fabian Caba; Juan León Alcázar; Ali Thabet; Bernard Ghanem
1259,"Unitail: Detecting, Reading, and Matching in Retail Scene",Fangyi Chen; Han Zhang; Zaiwang Li; Jiachen Dou; Shentong Mo; Hao Chen; Yongxin Zhang; Uzair Ahmed; Chenchen Zhu; Marios Savvides
2804,REALY: Rethinking the Evaluation of 3D Face Reconstruction,Zenghao Chai; Haoxian Zhang; Jing Ren; Di Kang; Zhengzhuo Xu; Xuefei Zhe; Chun Yuan; Linchao Bao
3218,"Capturing, Reconstructing, and Simulating: The UrbanScene3D Dataset",Liqiang Lin; Yilin Liu; Yue Hu; Xingguang Yan; Ke Xie; Hui Huang
3719,"PartImageNet: A Large, High-Quality Dataset of Parts",Ju He; Shuo Yang; Shaokang Yang; Adam Kortylewski; Xiaoding Yuan; Jie-Neng Chen; Shuai Liu; Cheng Yang; Qihang Yu; Alan Yuille
5026,PANDORA: A Panoramic Detection Dataset for Object with Orientation,Hang Xu; Qiang Zhao; Yike Ma; Xiaodong Li; Peng Yuan; Bailan Feng; Chenggang Yan; Feng Dai
6439,MimicME: A Large Scale Diverse 4D Database for Facial Expression Analysis,Athanasios Papaioannou; Baris Gecer; Shiyang Cheng; Grigorios G. Chrysos; Jiankang Deng; Eftychia Fotiadou; Christos Kampouris; Dimitrios Kollias; Stylianos Moschoglou; Kritaphat Songsri-In; Stylianos Ploumpis; George Trigeorgis; Panagiotis Tzirakis; Evangelos Ververas; Yuxiang Zhou; Allan Ponniah; Anastasios Roussos; Stefanos Zafeiriou
6472,"Delving into Universal Lesion Segmentation: Method, Dataset, and Benchmark",Yu Qiu; Jing Xu
6862,D2-TPred: Discontinuous Dependency for Trajectory Prediction under Traffic Lights,Yuzhen Zhang; Wentong Wang; Weizhi Guo; Pei Lv; Mingliang Xu; Wei Chen; Dinesh Manocha
7090,Learning Omnidirectional Flow in 360° Video via Siamese Representation,Keshav Bhandari; Bin Duan; Gaowen Liu; Hugo Latapie; Ziliang Zong; Yan Yan
132,Deformable Feature Aggregation for Dynamic Multi-modal 3D Object Detection,Zehui Chen; Zhenyu Li; Shiquan Zhang; Liangji Fang; Qinhong Jiang; Feng Zhao
368,MPPNet: Multi-Frame Feature Intertwining with Proxy Points for 3D Temporal Object Detection,Xuesong Chen; Shaoshuai Shi; Benjin Zhu; Ka Chun Cheung; Hang Xu; Hongsheng Li
690,PTSEFormer: Progressive Temporal-Spatial Enhanced TransFormer towards Video Object Detection,Han Wang; Jun Tang; Xiaodong Liu; Shanyan Guan; Rong Xie; Li Song
694,BEVFormer: Learning Bird’s-Eye-View Representation from Multi-Camera Images via Spatiotemporal Transformers,Zhiqi Li; Wenhai Wang; Hongyang Li; Enze Xie; Chonghao Sima; Tong Lu; Yu Qiao; Jifeng Dai
919,Category-Level 6D Object Pose and Size Estimation Using Self-Supervised Deep Prior Deformation Networks,Jiehong Lin; Zewei Wei; Changxing Ding; Kui Jia
961,Dense Teacher: Dense Pseudo-Labels for Semi-Supervised Object Detection,Hongyu Zhou; Zheng Ge; Songtao Liu; Weixin Mao; Zeming Li; Haiyan Yu; Jian Sun
986,Point-to-Box Network for Accurate Object Detection via Single Point Supervision,Pengfei Chen; Xuehui Yu; Xumeng Han; Najmul Hassan; Kai Wang; Jiachen Li; Jian Zhao; Humphrey Shi; Zhenjun Han; Qixiang Ye
1174,Towards Data-Efficient Detection Transformers,Wen Wang; Jing Zhang; Yang Cao; Yongliang Shen; Dacheng Tao
1474,Exploiting Unlabeled Data with Vision and Language Models for Object Detection,Shiyu Zhao; Zhixing Zhang; Samuel Schulter; Long Zhao; Vijay Kumar B G; Anastasis Stathopoulos; Manmohan Chandraker; Dimitris N. Metaxas
1751,INT: Towards Infinite-Frames 3D Detection with an Efficient Framework,Jianyun Xu; Zhenwei Miao; Da Zhang; Hongyu Pan; Kaixuan Liu; Peihan Hao; Jun Zhu; Zhengyang Sun; Hongmin Li; Xin Zhan
1852,End-to-End Weakly Supervised Object Detection with Sparse Proposal Evolution,Mingxiang Liao; Fang Wan; Yuan Yao; Zhenjun Han; Jialing Zou; Yuze Wang; Bailan Feng; Peng Yuan; Qixiang Ye
1929,Calibration-Free Multi-View Crowd Counting,Qi Zhang; Antoni B. Chan
1930,Unsupervised Domain Adaptation for Monocular 3D Object Detection via Self-Training,Zhenyu Li; Zehui Chen; Ang Li; Liangji Fang; Qinhong Jiang; Xianming Liu; Junjun Jiang
2025,SuperLine3D: Self-Supervised Line Segmentation and Description for LiDAR Point Cloud,Xiangrui Zhao; Sheng Yang; Tianxin Huang; Jun Chen; Teng Ma; Mingyang Li; Yong Liu
2151,Exploring Plain Vision Transformer Backbones for Object Detection,Yanghao Li; Hanzi Mao; Ross Girshick; Kaiming He
2285,HEAD: HEtero-Assists Distillation for Heterogeneous Object Detectors,Luting Wang; Xiaojie Li; Yue Liao; Zeren Jiang; Jianlong Wu; Fei Wang; Chen Qian; Si Liu
2379,You Should Look at All Objects,Zhenchao Jin; Dongdong Yu; Luchuan Song; Zehuan Yuan; Lequan Yu
2558,DCL-Net: Deep Correspondence Learning Network for 6D Pose Estimation,Hongyang Li; Jiehong Lin; Kui Jia
2707,DISP6D: Disentangled Implicit Shape and Pose Learning for Scalable 6D Pose Estimation,Yilin Wen; Xiangyu Li; Hao Pan; Lei Yang; Zheng Wang; Taku Komura; Wenping Wang
2717,Distilling Object Detectors with Global Knowledge,Sanli Tang; Zhongyu Zhang; Zhanzhan Cheng; Jing Lu; Yunlu Xu; Yi Niu; Fan He
2746,Unifying Visual Perception by Dispersible Points Learning,Jianming Liang; Guanglu Song; Biao Leng; Yu Liu
2783,PseCo: Pseudo Labeling and Consistency Training for Semi-Supervised Object Detection,Gang Li; Xiang Li; Yujie Wang; Yichao Wu; Ding Liang; Shanshan Zhang
2856,Robust Category-Level 6D Pose Estimation with Coarse-to-Fine Rendering of Neural Features,Wufei Ma; Angtian Wang; Alan Yuille; Adam Kortylewski
3041,"Translation, Scale and Rotation: Cross-Modal Alignment Meets RGB-Infrared Vehicle Detection",Maoxun Yuan; Yinyan Wang; Xingxing Wei
3138,RFLA: Gaussian Receptive Field Based Label Assignment for Tiny Object Detection,Chang Xu; Jinwang Wang; Wen Yang; Huai Yu; Lei Yu; Gui-Song Xia
3359,TD-Road: Top-Down Road Network Extraction with Holistic Graph Construction,Yang He; Ravi Garg; Amber Roy Chowdhury
3523,Multi-faceted Distillation of Base-Novel Commonality for Few-Shot Object Detection,Shuang Wu; Wenjie Pei; Dianwen Mei; Fanglin Chen; Jiandong Tian; Guangming Lu
3580,PointCLM: A Contrastive Learning-Based Framework for Multi-Instance Point Cloud Registration,Mingzhi Yuan; Zhihao Li; Qiuye Jin; Xinrong Chen; Manning Wang
3632,Weakly Supervised Object Localization via Transformer with Implicit Spatial Calibration,Haotian Bai; Ruimao Zhang; Jiong Wang; Xiang Wan
3921,Label-Guided Auxiliary Training Improves 3D Object Detector,Yaomin Huang; Xinmei Liu; Yichen Zhu; Zhiyuan Xu; Chaomin Shen; Zhengping Che; Guixu Zhang; Yaxin Peng; Feifei Feng; Jian Tang
4001,PromptDet: Towards Open-Vocabulary Detection Using Uncurated Images,Chengjian Feng; Yujie Zhong; Zequn Jie; Xiangxiang Chu; Haibing Ren; Xiaolin Wei; Weidi Xie; Lin Ma
4005,Densely Constrained Depth Estimator for Monocular 3D Object Detection,Yingyan Li; Yuntao Chen; Jiawei He; Zhaoxiang Zhang
4105,Polarimetric Pose Prediction,Daoyi Gao; Yitong Li; Patrick Ruhkamp; Iuliia Skobleva; Magdalena Wysocki; HyunJun Jung; Pengyuan Wang; Arturo Guridi; Benjamin Busam
4286,Cornerformer: Purifying Instances for Corner-Based Detectors,Haoran Wei; Xin Chen; Lingxi Xie; Qi Tian
4346,PillarNet: Real-Time and High-Performance Pillar-Based 3D Object Detection,Guangsheng Shi; Ruifeng Li; Chao Ma
4348,Robust Object Detection with Inaccurate Bounding Boxes,Chengxin Liu; Kewei Wang; Hao Lu; Zhiguo Cao; Ziming Zhang
4433,Efficient Decoder-Free Object Detection with Transformers,Peixian Chen; Mengdan Zhang; Yunhang Shen; Kekai Sheng; Yuting Gao; Xing Sun; Ke Li; Chunhua Shen
4975,ReAct: Temporal Action Detection with Relational Queries,Dingfeng Shi; Yujie Zhong; Qiong Cao; Jing Zhang; Lin Ma; Jia Li; Dacheng Tao
5136,Towards Accurate Active Camera Localization,Qihang Fang; Yingda Yin; Qingnan Fan; Fei Xia; Siyan Dong; Sheng Wang; Jue Wang; Leonidas J. Guibas; Baoquan Chen
5508,Bagging Regional Classification Activation Maps for Weakly Supervised Object Localization,Lei Zhu; Qian Chen; Lujia Jin; Yunfei You; Yanye Lu
5661,UC-OWOD: Unknown-Classified Open World Object Detection,Zhiheng Wu; Yue Lu; Xingyu Chen; Zhengxing Wu; Liwen Kang; Junzhi Yu
5761,GTCaR: Graph Transformer for Camera Re-Localization,Xinyi Li; Haibin Ling
6004,Few-Shot Object Detection by Knowledge Distillation Using Bag-of-Visual-Words Representations,Wenjie Pei; Shuang Wu; Dianwen Mei; Fanglin Chen; Jiandong Tian; Guangming Lu
6037,SALISA: Saliency-Based Input Sampling for Efficient Video Object Detection,Babak Ehteshami Bejnordi; Amirhossein Habibian; Fatih Porikli; Amir Ghodrati
6054,ECO-TR: Efficient Correspondences Finding via Coarse-to-Fine Refinement,Dongli Tan; Jiang-Jiang Liu; Xingyu Chen; Chao Chen; Ruixin Zhang; Yunhang Shen; Shouhong Ding; Rongrong Ji
6162,DetMatch: Two Teachers Are Better than One for Joint 2D and 3D Semi-Supervised Object Detection,Jinhyung Park; Chenfeng Xu; Yiyang Zhou; Masayoshi Tomizuka; Wei Zhan
